"","country","date","csum.cases"
"1","Afghanistan",2020-01-22,0
"2","Albania",2020-01-22,0
"3","Algeria",2020-01-22,0
"4","Andorra",2020-01-22,0
"5","Angola",2020-01-22,0
"6","Anguilla",2020-01-22,0
"7","Antigua and Barbuda",2020-01-22,0
"8","Argentina",2020-01-22,0
"9","Armenia",2020-01-22,0
"10","Aruba",2020-01-22,0
"11","Australia",2020-01-22,0
"12","Austria",2020-01-22,0
"13","Azerbaijan",2020-01-22,0
"14","Bahamas",2020-01-22,0
"15","Bahrain",2020-01-22,0
"16","Bangladesh",2020-01-22,0
"17","Barbados",2020-01-22,0
"18","Belarus",2020-01-22,0
"19","Belgium",2020-01-22,0
"20","Belize",2020-01-22,0
"21","Benin",2020-01-22,0
"22","Bermuda",2020-01-22,0
"23","Bhutan",2020-01-22,0
"24","Bolivia",2020-01-22,0
"25","Bonaire, Sint Eustatius and Saba",2020-01-22,0
"26","Bosnia and Herzegovina",2020-01-22,0
"27","Botswana",2020-01-22,0
"28","Brazil",2020-01-22,0
"29","British Virgin Islands",2020-01-22,0
"30","Brunei",2020-01-22,0
"31","Bulgaria",2020-01-22,0
"32","Burkina Faso",2020-01-22,0
"33","Myanmar",2020-01-22,0
"34","Burundi",2020-01-22,0
"35","Cabo Verde",2020-01-22,0
"36","Cambodia",2020-01-22,0
"37","Cameroon",2020-01-22,0
"38","Canada",2020-01-22,0
"39","Cayman Islands",2020-01-22,0
"40","Central African Republic",2020-01-22,0
"41","Chad",2020-01-22,0
"42","Channel Islands",2020-01-22,0
"43","Chile",2020-01-22,0
"44","China",2020-01-22,547
"45","Colombia",2020-01-22,0
"46","Comoros",2020-01-22,0
"47","Republic of the Congo",2020-01-22,0
"48","Democratic Republic of the Congo",2020-01-22,0
"49","Costa Rica",2020-01-22,0
"50","Cote d'Ivoire",2020-01-22,0
"51","Croatia",2020-01-22,0
"52","Cuba",2020-01-22,0
"53","Curacao",2020-01-22,0
"54","Cyprus",2020-01-22,0
"55","Czech Republic",2020-01-22,0
"56","Denmark",2020-01-22,0
"57","Diamond Princess",2020-01-22,0
"58","Djibouti",2020-01-22,0
"59","Dominica",2020-01-22,0
"60","Dominican Republic",2020-01-22,0
"61","Ecuador",2020-01-22,0
"62","Egypt",2020-01-22,0
"63","El Salvador",2020-01-22,0
"64","Equatorial Guinea",2020-01-22,0
"65","Eritrea",2020-01-22,0
"66","Estonia",2020-01-22,0
"67","Eswatini",2020-01-22,0
"68","Ethiopia",2020-01-22,0
"69","Falkland Islands (Malvinas)",2020-01-22,0
"70","Faroe Islands",2020-01-22,0
"71","Fiji",2020-01-22,0
"72","Finland",2020-01-22,0
"73","France",2020-01-22,0
"74","French Guiana",2020-01-22,0
"75","French Polynesia",2020-01-22,0
"76","Gabon",2020-01-22,0
"77","Gambia",2020-01-22,0
"78","Georgia",2020-01-22,0
"79","Germany",2020-01-22,0
"80","Ghana",2020-01-22,0
"81","Gibraltar",2020-01-22,0
"82","Greece",2020-01-22,0
"83","Greenland",2020-01-22,0
"84","Grenada",2020-01-22,0
"85","Guadeloupe",2020-01-22,0
"86","Guatemala",2020-01-22,0
"87","Guinea",2020-01-22,0
"88","Guinea Bissau",2020-01-22,0
"89","Guyana",2020-01-22,0
"90","Haiti",2020-01-22,0
"91","Holy See",2020-01-22,0
"92","Honduras",2020-01-22,0
"93","Hong Kong",2020-01-22,0
"94","Hungary",2020-01-22,0
"95","Iceland",2020-01-22,0
"96","India",2020-01-22,0
"97","Indonesia",2020-01-22,0
"98","Iran",2020-01-22,0
"99","Iraq",2020-01-22,0
"100","Ireland",2020-01-22,0
"101","Isle of Man",2020-01-22,0
"102","Israel",2020-01-22,0
"103","Italy",2020-01-22,0
"104","Jamaica",2020-01-22,0
"105","Japan",2020-01-22,2
"106","Jordan",2020-01-22,0
"107","Kazakhstan",2020-01-22,0
"108","Kenya",2020-01-22,0
"109","South Korea",2020-01-22,1
"110","Kosovo",2020-01-22,0
"111","Kuwait",2020-01-22,0
"112","Kyrgyzstan",2020-01-22,0
"113","Laos",2020-01-22,0
"114","Latvia",2020-01-22,0
"115","Lebanon",2020-01-22,0
"116","Lesotho",2020-01-22,0
"117","Liberia",2020-01-22,0
"118","Libya",2020-01-22,0
"119","Liechtenstein",2020-01-22,0
"120","Lithuania",2020-01-22,0
"121","Luxembourg",2020-01-22,0
"122","Macau",2020-01-22,1
"123","Madagascar",2020-01-22,0
"124","Malawi",2020-01-22,0
"125","Malaysia",2020-01-22,0
"126","Maldives",2020-01-22,0
"127","Mali",2020-01-22,0
"128","Malta",2020-01-22,0
"129","Marshall Islands",2020-01-22,0
"130","Martinique",2020-01-22,0
"131","Mauritania",2020-01-22,0
"132","Mauritius",2020-01-22,0
"133","Mayotte",2020-01-22,0
"134","Mexico",2020-01-22,0
"135","Micronesia",2020-01-22,0
"136","Moldova",2020-01-22,0
"137","Monaco",2020-01-22,0
"138","Mongolia",2020-01-22,0
"139","Montenegro",2020-01-22,0
"140","Montserrat",2020-01-22,0
"141","Morocco",2020-01-22,0
"142","Mozambique",2020-01-22,0
"143","MS Zaandam",2020-01-22,0
"144","Namibia",2020-01-22,0
"145","Nepal",2020-01-22,0
"146","Netherlands",2020-01-22,0
"147","New Caledonia",2020-01-22,0
"148","New Zealand",2020-01-22,0
"149","Nicaragua",2020-01-22,0
"150","Niger",2020-01-22,0
"151","Nigeria",2020-01-22,0
"152","Macedonia",2020-01-22,0
"153","Norway",2020-01-22,0
"154","Oman",2020-01-22,0
"155","Pakistan",2020-01-22,0
"156","Panama",2020-01-22,0
"157","Papua New Guinea",2020-01-22,0
"158","Paraguay",2020-01-22,0
"159","Peru",2020-01-22,0
"160","Philippines",2020-01-22,0
"161","Poland",2020-01-22,0
"162","Portugal",2020-01-22,0
"163","Qatar",2020-01-22,0
"164","Reunion",2020-01-22,0
"165","Romania",2020-01-22,0
"166","Russian Federation",2020-01-22,0
"167","Rwanda",2020-01-22,0
"168","Saint Barthelemy",2020-01-22,0
"169","Saint Helena, Ascension and Tristan da Cunha",2020-01-22,0
"170","Saint Kitts and Nevis",2020-01-22,0
"171","Saint Lucia",2020-01-22,0
"172","Saint Pierre and Miquelon",2020-01-22,0
"173","Saint Vincent and Grenadines",2020-01-22,0
"174","Samoa",2020-01-22,0
"175","San Marino",2020-01-22,0
"176","Sao Tome and Principe",2020-01-22,0
"177","Saudi Arabia",2020-01-22,0
"178","Senegal",2020-01-22,0
"179","Serbia",2020-01-22,0
"180","Seychelles",2020-01-22,0
"181","Sierra Leone",2020-01-22,0
"182","Singapore",2020-01-22,0
"183","Sint Maarten",2020-01-22,0
"184","Slovakia",2020-01-22,0
"185","Slovenia",2020-01-22,0
"186","Solomon Islands",2020-01-22,0
"187","Somalia",2020-01-22,0
"188","South Africa",2020-01-22,0
"189","South Sudan",2020-01-22,0
"190","Spain",2020-01-22,0
"191","Sri Lanka",2020-01-22,0
"192","Saint Martin",2020-01-22,0
"193","Sudan",2020-01-22,0
"194","Suriname",2020-01-22,0
"195","Sweden",2020-01-22,0
"196","Switzerland",2020-01-22,0
"197","Syria",2020-01-22,0
"198","Chinese Taipei",2020-01-22,1
"199","Tajikistan",2020-01-22,0
"200","Tanzania",2020-01-22,0
"201","Thailand",2020-01-22,4
"202","Timor",2020-01-22,0
"203","Togo",2020-01-22,0
"204","Trinidad and Tobago",2020-01-22,0
"205","Tunisia",2020-01-22,0
"206","Turkey",2020-01-22,0
"207","Turks and Caicos Islands",2020-01-22,0
"208","Uganda",2020-01-22,0
"209","Ukraine",2020-01-22,0
"210","United Arab Emirates",2020-01-22,0
"211","United Kingdom",2020-01-22,0
"212","Uruguay",2020-01-22,0
"213","United States of America",2020-01-22,1
"214","Uzbekistan",2020-01-22,0
"215","Vanuatu",2020-01-22,0
"216","Venezuela",2020-01-22,0
"217","Vietnam",2020-01-22,0
"218","Wallis and Futuna",2020-01-22,0
"219","Palestine",2020-01-22,0
"220","Yemen",2020-01-22,0
"221","Zambia",2020-01-22,0
"222","Zimbabwe",2020-01-22,0
"223","Afghanistan",2020-01-23,0
"224","Albania",2020-01-23,0
"225","Algeria",2020-01-23,0
"226","Andorra",2020-01-23,0
"227","Angola",2020-01-23,0
"228","Anguilla",2020-01-23,0
"229","Antigua and Barbuda",2020-01-23,0
"230","Argentina",2020-01-23,0
"231","Armenia",2020-01-23,0
"232","Aruba",2020-01-23,0
"233","Australia",2020-01-23,0
"234","Austria",2020-01-23,0
"235","Azerbaijan",2020-01-23,0
"236","Bahamas",2020-01-23,0
"237","Bahrain",2020-01-23,0
"238","Bangladesh",2020-01-23,0
"239","Barbados",2020-01-23,0
"240","Belarus",2020-01-23,0
"241","Belgium",2020-01-23,0
"242","Belize",2020-01-23,0
"243","Benin",2020-01-23,0
"244","Bermuda",2020-01-23,0
"245","Bhutan",2020-01-23,0
"246","Bolivia",2020-01-23,0
"247","Bonaire, Sint Eustatius and Saba",2020-01-23,0
"248","Bosnia and Herzegovina",2020-01-23,0
"249","Botswana",2020-01-23,0
"250","Brazil",2020-01-23,0
"251","British Virgin Islands",2020-01-23,0
"252","Brunei",2020-01-23,0
"253","Bulgaria",2020-01-23,0
"254","Burkina Faso",2020-01-23,0
"255","Myanmar",2020-01-23,0
"256","Burundi",2020-01-23,0
"257","Cabo Verde",2020-01-23,0
"258","Cambodia",2020-01-23,0
"259","Cameroon",2020-01-23,0
"260","Canada",2020-01-23,0
"261","Cayman Islands",2020-01-23,0
"262","Central African Republic",2020-01-23,0
"263","Chad",2020-01-23,0
"264","Channel Islands",2020-01-23,0
"265","Chile",2020-01-23,0
"266","China",2020-01-23,639
"267","Colombia",2020-01-23,0
"268","Comoros",2020-01-23,0
"269","Republic of the Congo",2020-01-23,0
"270","Democratic Republic of the Congo",2020-01-23,0
"271","Costa Rica",2020-01-23,0
"272","Cote d'Ivoire",2020-01-23,0
"273","Croatia",2020-01-23,0
"274","Cuba",2020-01-23,0
"275","Curacao",2020-01-23,0
"276","Cyprus",2020-01-23,0
"277","Czech Republic",2020-01-23,0
"278","Denmark",2020-01-23,0
"279","Diamond Princess",2020-01-23,0
"280","Djibouti",2020-01-23,0
"281","Dominica",2020-01-23,0
"282","Dominican Republic",2020-01-23,0
"283","Ecuador",2020-01-23,0
"284","Egypt",2020-01-23,0
"285","El Salvador",2020-01-23,0
"286","Equatorial Guinea",2020-01-23,0
"287","Eritrea",2020-01-23,0
"288","Estonia",2020-01-23,0
"289","Eswatini",2020-01-23,0
"290","Ethiopia",2020-01-23,0
"291","Falkland Islands (Malvinas)",2020-01-23,0
"292","Faroe Islands",2020-01-23,0
"293","Fiji",2020-01-23,0
"294","Finland",2020-01-23,0
"295","France",2020-01-23,0
"296","French Guiana",2020-01-23,0
"297","French Polynesia",2020-01-23,0
"298","Gabon",2020-01-23,0
"299","Gambia",2020-01-23,0
"300","Georgia",2020-01-23,0
"301","Germany",2020-01-23,0
"302","Ghana",2020-01-23,0
"303","Gibraltar",2020-01-23,0
"304","Greece",2020-01-23,0
"305","Greenland",2020-01-23,0
"306","Grenada",2020-01-23,0
"307","Guadeloupe",2020-01-23,0
"308","Guatemala",2020-01-23,0
"309","Guinea",2020-01-23,0
"310","Guinea Bissau",2020-01-23,0
"311","Guyana",2020-01-23,0
"312","Haiti",2020-01-23,0
"313","Holy See",2020-01-23,0
"314","Honduras",2020-01-23,0
"315","Hong Kong",2020-01-23,2
"316","Hungary",2020-01-23,0
"317","Iceland",2020-01-23,0
"318","India",2020-01-23,0
"319","Indonesia",2020-01-23,0
"320","Iran",2020-01-23,0
"321","Iraq",2020-01-23,0
"322","Ireland",2020-01-23,0
"323","Isle of Man",2020-01-23,0
"324","Israel",2020-01-23,0
"325","Italy",2020-01-23,0
"326","Jamaica",2020-01-23,0
"327","Japan",2020-01-23,2
"328","Jordan",2020-01-23,0
"329","Kazakhstan",2020-01-23,0
"330","Kenya",2020-01-23,0
"331","South Korea",2020-01-23,1
"332","Kosovo",2020-01-23,0
"333","Kuwait",2020-01-23,0
"334","Kyrgyzstan",2020-01-23,0
"335","Laos",2020-01-23,0
"336","Latvia",2020-01-23,0
"337","Lebanon",2020-01-23,0
"338","Lesotho",2020-01-23,0
"339","Liberia",2020-01-23,0
"340","Libya",2020-01-23,0
"341","Liechtenstein",2020-01-23,0
"342","Lithuania",2020-01-23,0
"343","Luxembourg",2020-01-23,0
"344","Macau",2020-01-23,2
"345","Madagascar",2020-01-23,0
"346","Malawi",2020-01-23,0
"347","Malaysia",2020-01-23,0
"348","Maldives",2020-01-23,0
"349","Mali",2020-01-23,0
"350","Malta",2020-01-23,0
"351","Marshall Islands",2020-01-23,0
"352","Martinique",2020-01-23,0
"353","Mauritania",2020-01-23,0
"354","Mauritius",2020-01-23,0
"355","Mayotte",2020-01-23,0
"356","Mexico",2020-01-23,0
"357","Micronesia",2020-01-23,0
"358","Moldova",2020-01-23,0
"359","Monaco",2020-01-23,0
"360","Mongolia",2020-01-23,0
"361","Montenegro",2020-01-23,0
"362","Montserrat",2020-01-23,0
"363","Morocco",2020-01-23,0
"364","Mozambique",2020-01-23,0
"365","MS Zaandam",2020-01-23,0
"366","Namibia",2020-01-23,0
"367","Nepal",2020-01-23,0
"368","Netherlands",2020-01-23,0
"369","New Caledonia",2020-01-23,0
"370","New Zealand",2020-01-23,0
"371","Nicaragua",2020-01-23,0
"372","Niger",2020-01-23,0
"373","Nigeria",2020-01-23,0
"374","Macedonia",2020-01-23,0
"375","Norway",2020-01-23,0
"376","Oman",2020-01-23,0
"377","Pakistan",2020-01-23,0
"378","Panama",2020-01-23,0
"379","Papua New Guinea",2020-01-23,0
"380","Paraguay",2020-01-23,0
"381","Peru",2020-01-23,0
"382","Philippines",2020-01-23,0
"383","Poland",2020-01-23,0
"384","Portugal",2020-01-23,0
"385","Qatar",2020-01-23,0
"386","Reunion",2020-01-23,0
"387","Romania",2020-01-23,0
"388","Russian Federation",2020-01-23,0
"389","Rwanda",2020-01-23,0
"390","Saint Barthelemy",2020-01-23,0
"391","Saint Helena, Ascension and Tristan da Cunha",2020-01-23,0
"392","Saint Kitts and Nevis",2020-01-23,0
"393","Saint Lucia",2020-01-23,0
"394","Saint Pierre and Miquelon",2020-01-23,0
"395","Saint Vincent and Grenadines",2020-01-23,0
"396","Samoa",2020-01-23,0
"397","San Marino",2020-01-23,0
"398","Sao Tome and Principe",2020-01-23,0
"399","Saudi Arabia",2020-01-23,0
"400","Senegal",2020-01-23,0
"401","Serbia",2020-01-23,0
"402","Seychelles",2020-01-23,0
"403","Sierra Leone",2020-01-23,0
"404","Singapore",2020-01-23,1
"405","Sint Maarten",2020-01-23,0
"406","Slovakia",2020-01-23,0
"407","Slovenia",2020-01-23,0
"408","Solomon Islands",2020-01-23,0
"409","Somalia",2020-01-23,0
"410","South Africa",2020-01-23,0
"411","South Sudan",2020-01-23,0
"412","Spain",2020-01-23,0
"413","Sri Lanka",2020-01-23,0
"414","Saint Martin",2020-01-23,0
"415","Sudan",2020-01-23,0
"416","Suriname",2020-01-23,0
"417","Sweden",2020-01-23,0
"418","Switzerland",2020-01-23,0
"419","Syria",2020-01-23,0
"420","Chinese Taipei",2020-01-23,1
"421","Tajikistan",2020-01-23,0
"422","Tanzania",2020-01-23,0
"423","Thailand",2020-01-23,4
"424","Timor",2020-01-23,0
"425","Togo",2020-01-23,0
"426","Trinidad and Tobago",2020-01-23,0
"427","Tunisia",2020-01-23,0
"428","Turkey",2020-01-23,0
"429","Turks and Caicos Islands",2020-01-23,0
"430","Uganda",2020-01-23,0
"431","Ukraine",2020-01-23,0
"432","United Arab Emirates",2020-01-23,0
"433","United Kingdom",2020-01-23,0
"434","Uruguay",2020-01-23,0
"435","United States of America",2020-01-23,1
"436","Uzbekistan",2020-01-23,0
"437","Vanuatu",2020-01-23,0
"438","Venezuela",2020-01-23,0
"439","Vietnam",2020-01-23,2
"440","Wallis and Futuna",2020-01-23,0
"441","Palestine",2020-01-23,0
"442","Yemen",2020-01-23,0
"443","Zambia",2020-01-23,0
"444","Zimbabwe",2020-01-23,0
"445","Afghanistan",2020-01-24,0
"446","Albania",2020-01-24,0
"447","Algeria",2020-01-24,0
"448","Andorra",2020-01-24,0
"449","Angola",2020-01-24,0
"450","Anguilla",2020-01-24,0
"451","Antigua and Barbuda",2020-01-24,0
"452","Argentina",2020-01-24,0
"453","Armenia",2020-01-24,0
"454","Aruba",2020-01-24,0
"455","Australia",2020-01-24,0
"456","Austria",2020-01-24,0
"457","Azerbaijan",2020-01-24,0
"458","Bahamas",2020-01-24,0
"459","Bahrain",2020-01-24,0
"460","Bangladesh",2020-01-24,0
"461","Barbados",2020-01-24,0
"462","Belarus",2020-01-24,0
"463","Belgium",2020-01-24,0
"464","Belize",2020-01-24,0
"465","Benin",2020-01-24,0
"466","Bermuda",2020-01-24,0
"467","Bhutan",2020-01-24,0
"468","Bolivia",2020-01-24,0
"469","Bonaire, Sint Eustatius and Saba",2020-01-24,0
"470","Bosnia and Herzegovina",2020-01-24,0
"471","Botswana",2020-01-24,0
"472","Brazil",2020-01-24,0
"473","British Virgin Islands",2020-01-24,0
"474","Brunei",2020-01-24,0
"475","Bulgaria",2020-01-24,0
"476","Burkina Faso",2020-01-24,0
"477","Myanmar",2020-01-24,0
"478","Burundi",2020-01-24,0
"479","Cabo Verde",2020-01-24,0
"480","Cambodia",2020-01-24,0
"481","Cameroon",2020-01-24,0
"482","Canada",2020-01-24,0
"483","Cayman Islands",2020-01-24,0
"484","Central African Republic",2020-01-24,0
"485","Chad",2020-01-24,0
"486","Channel Islands",2020-01-24,0
"487","Chile",2020-01-24,0
"488","China",2020-01-24,916
"489","Colombia",2020-01-24,0
"490","Comoros",2020-01-24,0
"491","Republic of the Congo",2020-01-24,0
"492","Democratic Republic of the Congo",2020-01-24,0
"493","Costa Rica",2020-01-24,0
"494","Cote d'Ivoire",2020-01-24,0
"495","Croatia",2020-01-24,0
"496","Cuba",2020-01-24,0
"497","Curacao",2020-01-24,0
"498","Cyprus",2020-01-24,0
"499","Czech Republic",2020-01-24,0
"500","Denmark",2020-01-24,0
"501","Diamond Princess",2020-01-24,0
"502","Djibouti",2020-01-24,0
"503","Dominica",2020-01-24,0
"504","Dominican Republic",2020-01-24,0
"505","Ecuador",2020-01-24,0
"506","Egypt",2020-01-24,0
"507","El Salvador",2020-01-24,0
"508","Equatorial Guinea",2020-01-24,0
"509","Eritrea",2020-01-24,0
"510","Estonia",2020-01-24,0
"511","Eswatini",2020-01-24,0
"512","Ethiopia",2020-01-24,0
"513","Falkland Islands (Malvinas)",2020-01-24,0
"514","Faroe Islands",2020-01-24,0
"515","Fiji",2020-01-24,0
"516","Finland",2020-01-24,0
"517","France",2020-01-24,2
"518","French Guiana",2020-01-24,0
"519","French Polynesia",2020-01-24,0
"520","Gabon",2020-01-24,0
"521","Gambia",2020-01-24,0
"522","Georgia",2020-01-24,0
"523","Germany",2020-01-24,0
"524","Ghana",2020-01-24,0
"525","Gibraltar",2020-01-24,0
"526","Greece",2020-01-24,0
"527","Greenland",2020-01-24,0
"528","Grenada",2020-01-24,0
"529","Guadeloupe",2020-01-24,0
"530","Guatemala",2020-01-24,0
"531","Guinea",2020-01-24,0
"532","Guinea Bissau",2020-01-24,0
"533","Guyana",2020-01-24,0
"534","Haiti",2020-01-24,0
"535","Holy See",2020-01-24,0
"536","Honduras",2020-01-24,0
"537","Hong Kong",2020-01-24,2
"538","Hungary",2020-01-24,0
"539","Iceland",2020-01-24,0
"540","India",2020-01-24,0
"541","Indonesia",2020-01-24,0
"542","Iran",2020-01-24,0
"543","Iraq",2020-01-24,0
"544","Ireland",2020-01-24,0
"545","Isle of Man",2020-01-24,0
"546","Israel",2020-01-24,0
"547","Italy",2020-01-24,0
"548","Jamaica",2020-01-24,0
"549","Japan",2020-01-24,2
"550","Jordan",2020-01-24,0
"551","Kazakhstan",2020-01-24,0
"552","Kenya",2020-01-24,0
"553","South Korea",2020-01-24,2
"554","Kosovo",2020-01-24,0
"555","Kuwait",2020-01-24,0
"556","Kyrgyzstan",2020-01-24,0
"557","Laos",2020-01-24,0
"558","Latvia",2020-01-24,0
"559","Lebanon",2020-01-24,0
"560","Lesotho",2020-01-24,0
"561","Liberia",2020-01-24,0
"562","Libya",2020-01-24,0
"563","Liechtenstein",2020-01-24,0
"564","Lithuania",2020-01-24,0
"565","Luxembourg",2020-01-24,0
"566","Macau",2020-01-24,2
"567","Madagascar",2020-01-24,0
"568","Malawi",2020-01-24,0
"569","Malaysia",2020-01-24,0
"570","Maldives",2020-01-24,0
"571","Mali",2020-01-24,0
"572","Malta",2020-01-24,0
"573","Marshall Islands",2020-01-24,0
"574","Martinique",2020-01-24,0
"575","Mauritania",2020-01-24,0
"576","Mauritius",2020-01-24,0
"577","Mayotte",2020-01-24,0
"578","Mexico",2020-01-24,0
"579","Micronesia",2020-01-24,0
"580","Moldova",2020-01-24,0
"581","Monaco",2020-01-24,0
"582","Mongolia",2020-01-24,0
"583","Montenegro",2020-01-24,0
"584","Montserrat",2020-01-24,0
"585","Morocco",2020-01-24,0
"586","Mozambique",2020-01-24,0
"587","MS Zaandam",2020-01-24,0
"588","Namibia",2020-01-24,0
"589","Nepal",2020-01-24,0
"590","Netherlands",2020-01-24,0
"591","New Caledonia",2020-01-24,0
"592","New Zealand",2020-01-24,0
"593","Nicaragua",2020-01-24,0
"594","Niger",2020-01-24,0
"595","Nigeria",2020-01-24,0
"596","Macedonia",2020-01-24,0
"597","Norway",2020-01-24,0
"598","Oman",2020-01-24,0
"599","Pakistan",2020-01-24,0
"600","Panama",2020-01-24,0
"601","Papua New Guinea",2020-01-24,0
"602","Paraguay",2020-01-24,0
"603","Peru",2020-01-24,0
"604","Philippines",2020-01-24,0
"605","Poland",2020-01-24,0
"606","Portugal",2020-01-24,0
"607","Qatar",2020-01-24,0
"608","Reunion",2020-01-24,0
"609","Romania",2020-01-24,0
"610","Russian Federation",2020-01-24,0
"611","Rwanda",2020-01-24,0
"612","Saint Barthelemy",2020-01-24,0
"613","Saint Helena, Ascension and Tristan da Cunha",2020-01-24,0
"614","Saint Kitts and Nevis",2020-01-24,0
"615","Saint Lucia",2020-01-24,0
"616","Saint Pierre and Miquelon",2020-01-24,0
"617","Saint Vincent and Grenadines",2020-01-24,0
"618","Samoa",2020-01-24,0
"619","San Marino",2020-01-24,0
"620","Sao Tome and Principe",2020-01-24,0
"621","Saudi Arabia",2020-01-24,0
"622","Senegal",2020-01-24,0
"623","Serbia",2020-01-24,0
"624","Seychelles",2020-01-24,0
"625","Sierra Leone",2020-01-24,0
"626","Singapore",2020-01-24,3
"627","Sint Maarten",2020-01-24,0
"628","Slovakia",2020-01-24,0
"629","Slovenia",2020-01-24,0
"630","Solomon Islands",2020-01-24,0
"631","Somalia",2020-01-24,0
"632","South Africa",2020-01-24,0
"633","South Sudan",2020-01-24,0
"634","Spain",2020-01-24,0
"635","Sri Lanka",2020-01-24,0
"636","Saint Martin",2020-01-24,0
"637","Sudan",2020-01-24,0
"638","Suriname",2020-01-24,0
"639","Sweden",2020-01-24,0
"640","Switzerland",2020-01-24,0
"641","Syria",2020-01-24,0
"642","Chinese Taipei",2020-01-24,3
"643","Tajikistan",2020-01-24,0
"644","Tanzania",2020-01-24,0
"645","Thailand",2020-01-24,5
"646","Timor",2020-01-24,0
"647","Togo",2020-01-24,0
"648","Trinidad and Tobago",2020-01-24,0
"649","Tunisia",2020-01-24,0
"650","Turkey",2020-01-24,0
"651","Turks and Caicos Islands",2020-01-24,0
"652","Uganda",2020-01-24,0
"653","Ukraine",2020-01-24,0
"654","United Arab Emirates",2020-01-24,0
"655","United Kingdom",2020-01-24,0
"656","Uruguay",2020-01-24,0
"657","United States of America",2020-01-24,2
"658","Uzbekistan",2020-01-24,0
"659","Vanuatu",2020-01-24,0
"660","Venezuela",2020-01-24,0
"661","Vietnam",2020-01-24,2
"662","Wallis and Futuna",2020-01-24,0
"663","Palestine",2020-01-24,0
"664","Yemen",2020-01-24,0
"665","Zambia",2020-01-24,0
"666","Zimbabwe",2020-01-24,0
"667","Afghanistan",2020-01-25,0
"668","Albania",2020-01-25,0
"669","Algeria",2020-01-25,0
"670","Andorra",2020-01-25,0
"671","Angola",2020-01-25,0
"672","Anguilla",2020-01-25,0
"673","Antigua and Barbuda",2020-01-25,0
"674","Argentina",2020-01-25,0
"675","Armenia",2020-01-25,0
"676","Aruba",2020-01-25,0
"677","Australia",2020-01-25,0
"678","Austria",2020-01-25,0
"679","Azerbaijan",2020-01-25,0
"680","Bahamas",2020-01-25,0
"681","Bahrain",2020-01-25,0
"682","Bangladesh",2020-01-25,0
"683","Barbados",2020-01-25,0
"684","Belarus",2020-01-25,0
"685","Belgium",2020-01-25,0
"686","Belize",2020-01-25,0
"687","Benin",2020-01-25,0
"688","Bermuda",2020-01-25,0
"689","Bhutan",2020-01-25,0
"690","Bolivia",2020-01-25,0
"691","Bonaire, Sint Eustatius and Saba",2020-01-25,0
"692","Bosnia and Herzegovina",2020-01-25,0
"693","Botswana",2020-01-25,0
"694","Brazil",2020-01-25,0
"695","British Virgin Islands",2020-01-25,0
"696","Brunei",2020-01-25,0
"697","Bulgaria",2020-01-25,0
"698","Burkina Faso",2020-01-25,0
"699","Myanmar",2020-01-25,0
"700","Burundi",2020-01-25,0
"701","Cabo Verde",2020-01-25,0
"702","Cambodia",2020-01-25,0
"703","Cameroon",2020-01-25,0
"704","Canada",2020-01-25,0
"705","Cayman Islands",2020-01-25,0
"706","Central African Republic",2020-01-25,0
"707","Chad",2020-01-25,0
"708","Channel Islands",2020-01-25,0
"709","Chile",2020-01-25,0
"710","China",2020-01-25,1399
"711","Colombia",2020-01-25,0
"712","Comoros",2020-01-25,0
"713","Republic of the Congo",2020-01-25,0
"714","Democratic Republic of the Congo",2020-01-25,0
"715","Costa Rica",2020-01-25,0
"716","Cote d'Ivoire",2020-01-25,0
"717","Croatia",2020-01-25,0
"718","Cuba",2020-01-25,0
"719","Curacao",2020-01-25,0
"720","Cyprus",2020-01-25,0
"721","Czech Republic",2020-01-25,0
"722","Denmark",2020-01-25,0
"723","Diamond Princess",2020-01-25,0
"724","Djibouti",2020-01-25,0
"725","Dominica",2020-01-25,0
"726","Dominican Republic",2020-01-25,0
"727","Ecuador",2020-01-25,0
"728","Egypt",2020-01-25,0
"729","El Salvador",2020-01-25,0
"730","Equatorial Guinea",2020-01-25,0
"731","Eritrea",2020-01-25,0
"732","Estonia",2020-01-25,0
"733","Eswatini",2020-01-25,0
"734","Ethiopia",2020-01-25,0
"735","Falkland Islands (Malvinas)",2020-01-25,0
"736","Faroe Islands",2020-01-25,0
"737","Fiji",2020-01-25,0
"738","Finland",2020-01-25,0
"739","France",2020-01-25,3
"740","French Guiana",2020-01-25,0
"741","French Polynesia",2020-01-25,0
"742","Gabon",2020-01-25,0
"743","Gambia",2020-01-25,0
"744","Georgia",2020-01-25,0
"745","Germany",2020-01-25,0
"746","Ghana",2020-01-25,0
"747","Gibraltar",2020-01-25,0
"748","Greece",2020-01-25,0
"749","Greenland",2020-01-25,0
"750","Grenada",2020-01-25,0
"751","Guadeloupe",2020-01-25,0
"752","Guatemala",2020-01-25,0
"753","Guinea",2020-01-25,0
"754","Guinea Bissau",2020-01-25,0
"755","Guyana",2020-01-25,0
"756","Haiti",2020-01-25,0
"757","Holy See",2020-01-25,0
"758","Honduras",2020-01-25,0
"759","Hong Kong",2020-01-25,5
"760","Hungary",2020-01-25,0
"761","Iceland",2020-01-25,0
"762","India",2020-01-25,0
"763","Indonesia",2020-01-25,0
"764","Iran",2020-01-25,0
"765","Iraq",2020-01-25,0
"766","Ireland",2020-01-25,0
"767","Isle of Man",2020-01-25,0
"768","Israel",2020-01-25,0
