"","country","date","csum.cases"
"47733","Algeria",2020-08-24,41858
"47734","Andorra",2020-08-24,1060
"47735","Angola",2020-08-24,2222
"47736","Anguilla",2020-08-24,3
"47737","Antigua and Barbuda",2020-08-24,94
"47738","Argentina",2020-08-24,350867
"47739","Armenia",2020-08-24,42825
"47740","Aruba",2020-08-24,1628
"47741","Australia",2020-08-24,25055
"47742","Austria",2020-08-24,25495
"47743","Azerbaijan",2020-08-24,35426
"47744","Bahamas",2020-08-24,1798
"47745","Bahrain",2020-08-24,49719
"47746","Bangladesh",2020-08-24,297083
"47747","Barbados",2020-08-24,161
"47748","Belarus",2020-08-24,70645
"47749","Belgium",2020-08-24,82092
"47750","Belize",2020-08-24,713
"47751","Benin",2020-08-24,2115
"47752","Bermuda",2020-08-24,168
"47753","Bhutan",2020-08-24,156
"47754","Bolivia",2020-08-24,110148
"47755","Bonaire, Sint Eustatius and Saba",2020-08-24,13
"47756","Bosnia and Herzegovina",2020-08-24,18029
"47757","Botswana",2020-08-24,1562
"47758","Brazil",2020-08-24,3622861
"47759","British Virgin Islands",2020-08-24,21
"47760","Brunei",2020-08-24,143
"47761","Bulgaria",2020-08-24,15386
"47762","Burkina Faso",2020-08-24,1338
"47763","Myanmar",2020-08-24,474
"47764","Burundi",2020-08-24,430
"47765","Cabo Verde",2020-08-24,3532
"47766","Cambodia",2020-08-24,273
"47767","Cameroon",2020-08-24,18762
"47768","Canada",2020-08-24,127593
"47769","Cayman Islands",2020-08-24,205
"47770","Central African Republic",2020-08-24,4679
"47771","Chad",2020-08-24,987
"47772","Channel Islands",2020-08-24,616
"47773","Chile",2020-08-24,399568
"47774","China",2020-08-24,84981
"47775","Colombia",2020-08-24,551688
"47776","Comoros",2020-08-24,417
"47777","Republic of the Congo",2020-08-24,3979
"47778","Democratic Republic of the Congo",2020-08-24,9842
"47779","Costa Rica",2020-08-24,34463
"47780","Cote d'Ivoire",2020-08-24,17506
"47781","Croatia",2020-08-24,8311
"47782","Cuba",2020-08-24,3717
"47783","Curacao",2020-08-24,47
"47784","Cyprus",2020-08-24,1451
"47785","Czech Republic",2020-08-24,22181
"47786","Denmark",2020-08-24,16397
"47787","Diamond Princess",2020-08-24,712
"47788","Djibouti",2020-08-24,5383
"47789","Dominica",2020-08-24,20
"47790","Dominican Republic",2020-08-24,91608
"47791","Ecuador",2020-08-24,99989
"47792","Egypt",2020-08-24,97478
"47793","El Salvador",2020-08-24,24811
"47794","Equatorial Guinea",2020-08-24,4926
"47795","Eritrea",2020-08-24,306
"47796","Estonia",2020-08-24,2275
"47797","Eswatini",2020-08-24,4304
"47798","Ethiopia",2020-08-24,42143
"47799","Falkland Islands (Malvinas)",2020-08-24,13
"47800","Faroe Islands",2020-08-24,410
"47801","Fiji",2020-08-24,28
"47802","Finland",2020-08-24,7938
"47803","France",2020-08-24,269452
"47804","French Guiana",2020-08-24,8875
"47805","French Polynesia",2020-08-24,211
"47806","Gabon",2020-08-24,8409
"47807","Gambia",2020-08-24,2685
"47808","Georgia",2020-08-24,1421
"47809","Germany",2020-08-24,236122
"47810","Ghana",2020-08-24,43622
"47811","Gibraltar",2020-08-24,248
"47812","Greece",2020-08-24,8819
"47813","Greenland",2020-08-24,14
"47814","Grenada",2020-08-24,24
"47815","Guadeloupe",2020-08-24,771
"47816","Guatemala",2020-08-24,68533
"47817","Guinea",2020-08-24,9076
"47818","Guinea Bissau",2020-08-24,2149
"47819","Guyana",2020-08-24,1029
"47820","Haiti",2020-08-24,8082
"47821","Holy See",2020-08-24,12
"47822","Honduras",2020-08-24,55479
"47823","Hong Kong",2020-08-24,4691
"47824","Hungary",2020-08-24,5191
"47825","Iceland",2020-08-24,2073
"47826","India",2020-08-24,3167323
"47827","Indonesia",2020-08-24,155412
"47828","Iran",2020-08-24,361150
"47829","Iraq",2020-08-24,207985
"47830","Ireland",2020-08-24,28116
"47831","Isle of Man",2020-08-24,336
"47832","Israel",2020-08-24,104905
"47833","Italy",2020-08-24,260298
"47834","Jamaica",2020-08-24,1612
"47835","Japan",2020-08-24,63158
"47836","Jordan",2020-08-24,1639
"47837","Kazakhstan",2020-08-24,127462
"47838","Kenya",2020-08-24,32557
"47839","South Korea",2020-08-24,17945
"47840","Kosovo",2020-08-24,12547
"47841","Kuwait",2020-08-24,80960
"47842","Kyrgyzstan",2020-08-24,43126
"47843","Laos",2020-08-24,22
"47844","Latvia",2020-08-24,1337
"47845","Lebanon",2020-08-24,13155
"47846","Lesotho",2020-08-24,1015
"47847","Liberia",2020-08-24,1290
"47848","Libya",2020-08-24,11009
"47849","Liechtenstein",2020-08-24,100
"47850","Lithuania",2020-08-24,2667
"47851","Luxembourg",2020-08-24,7159
"47852","Macau",2020-08-24,46
"47853","Madagascar",2020-08-24,14402
"47854","Malawi",2020-08-24,5419
"47855","Malaysia",2020-08-24,9274
"47856","Maldives",2020-08-24,6912
"47857","Mali",2020-08-24,2708
"47858","Malta",2020-08-24,1667
"47859","Marshall Islands",2020-08-24,0
"47860","Martinique",2020-08-24,464
"47861","Mauritania",2020-08-24,6928
"47862","Mauritius",2020-08-24,347
"47863","Mayotte",2020-08-24,3237
"47864","Mexico",2020-08-24,563705
"47865","Micronesia",2020-08-24,0
"47866","Moldova",2020-08-24,33828
"47867","Monaco",2020-08-24,148
"47868","Mongolia",2020-08-24,298
"47869","Montenegro",2020-08-24,4378
"47870","Montserrat",2020-08-24,13
"47871","Morocco",2020-08-24,53252
"47872","Mozambique",2020-08-24,3440
"47873","MS Zaandam",2020-08-24,9
"47874","Namibia",2020-08-24,6030
"47875","Nepal",2020-08-24,32678
"47876","Netherlands",2020-08-24,67128
"47877","New Caledonia",2020-08-24,23
"47878","New Zealand",2020-08-24,1690
"47879","Nicaragua",2020-08-24,4311
"47880","Niger",2020-08-24,1172
"47881","Nigeria",2020-08-24,52548
"47882","Macedonia",2020-08-24,13673
"47883","Norway",2020-08-24,10395
"47884","Oman",2020-08-24,84509
"47885","Pakistan",2020-08-24,293261
"47886","Panama",2020-08-24,87485
"47887","Papua New Guinea",2020-08-24,401
"47888","Paraguay",2020-08-24,13602
"47889","Peru",2020-08-24,594326
"47890","Philippines",2020-08-24,194252
"47891","Poland",2020-08-24,62310
"47892","Portugal",2020-08-24,55720
"47893","Qatar",2020-08-24,117266
"47894","Reunion",2020-08-24,1244
"47895","Romania",2020-08-24,79330
"47896","Russian Federation",2020-08-24,959016
"47897","Rwanda",2020-08-24,3306
"47898","Saint Barthelemy",2020-08-24,16
"47899","Saint Helena, Ascension and Tristan da Cunha",2020-08-24,0
"47900","Saint Kitts and Nevis",2020-08-24,17
"47901","Saint Lucia",2020-08-24,26
"47902","Saint Pierre and Miquelon",2020-08-24,5
"47903","Saint Vincent and Grenadines",2020-08-24,58
"47904","Samoa",2020-08-24,0
"47905","San Marino",2020-08-24,704
"47906","Sao Tome and Principe",2020-08-24,892
"47907","Saudi Arabia",2020-08-24,308654
"47908","Senegal",2020-08-24,13013
"47909","Serbia",2020-08-24,30714
"47910","Seychelles",2020-08-24,132
"47911","Sierra Leone",2020-08-24,1997
"47912","Singapore",2020-08-24,56404
"47913","Sint Maarten",2020-08-24,408
"47914","Slovakia",2020-08-24,3424
"47915","Slovenia",2020-08-24,2665
"47916","Solomon Islands",2020-08-24,0
"47917","Somalia",2020-08-24,3269
"47918","South Africa",2020-08-24,611450
"47919","South Sudan",2020-08-24,2504
"47920","Spain",2020-08-24,405436
"47921","Sri Lanka",2020-08-24,2959
"47922","Saint Martin",2020-08-24,176
"47923","Sudan",2020-08-24,12974
"47924","Suriname",2020-08-24,3632
"47925","Sweden",2020-08-24,83353
"47926","Switzerland",2020-08-24,40060
"47927","Syria",2020-08-24,2293
"47928","Chinese Taipei",2020-08-24,487
"47929","Tajikistan",2020-08-24,8346
"47930","Tanzania",2020-08-24,509
"47931","Thailand",2020-08-24,3397
"47932","Timor",2020-08-24,26
"47933","Togo",2020-08-24,1295
"47934","Trinidad and Tobago",2020-08-24,1099
"47935","Tunisia",2020-08-24,2893
"47936","Turkey",2020-08-24,259692
"47937","Turks and Caicos Islands",2020-08-24,383
"47938","Uganda",2020-08-24,2362
"47939","Ukraine",2020-08-24,109234
"47940","United Arab Emirates",2020-08-24,67282
"47941","United Kingdom",2020-08-24,326614
"47942","Uruguay",2020-08-24,1533
"47943","United States of America",2020-08-24,5736641
"47944","Uzbekistan",2020-08-24,39348
"47945","Vanuatu",2020-08-24,0
"47946","Venezuela",2020-08-24,40338
"47947","Vietnam",2020-08-24,1022
"47948","Wallis and Futuna",2020-08-24,0
"47949","Palestine",2020-08-24,19213
"47950","Yemen",2020-08-24,1916
"47951","Zambia",2020-08-24,11148
"47952","Zimbabwe",2020-08-24,6070
"47953","Afghanistan",2020-08-25,38061
"47954","Albania",2020-08-25,8759
"47955","Algeria",2020-08-25,42228
"47956","Andorra",2020-08-25,1060
"47957","Angola",2020-08-25,2283
"47958","Anguilla",2020-08-25,3
"47959","Antigua and Barbuda",2020-08-25,94
"47960","Argentina",2020-08-25,359638
"47961","Armenia",2020-08-25,42936
"47962","Aruba",2020-08-25,1670
"47963","Australia",2020-08-25,25207
"47964","Austria",2020-08-25,25706
"47965","Azerbaijan",2020-08-25,35559
"47966","Bahamas",2020-08-25,1813
"47967","Bahrain",2020-08-25,50076
"47968","Bangladesh",2020-08-25,299628
"47969","Barbados",2020-08-25,164
"47970","Belarus",2020-08-25,70727
"47971","Belgium",2020-08-25,82447
"47972","Belize",2020-08-25,730
"47973","Benin",2020-08-25,2115
"47974","Bermuda",2020-08-25,168
"47975","Bhutan",2020-08-25,173
"47976","Bolivia",2020-08-25,110999
"47977","Bonaire, Sint Eustatius and Saba",2020-08-25,13
"47978","Bosnia and Herzegovina",2020-08-25,18326
"47979","Botswana",2020-08-25,1562
"47980","Brazil",2020-08-25,3669995
"47981","British Virgin Islands",2020-08-25,26
"47982","Brunei",2020-08-25,144
"47983","Bulgaria",2020-08-25,15589
"47984","Burkina Faso",2020-08-25,1338
"47985","Myanmar",2020-08-25,504
"47986","Burundi",2020-08-25,430
"47987","Cabo Verde",2020-08-25,3568
"47988","Cambodia",2020-08-25,273
"47989","Cameroon",2020-08-25,18973
"47990","Canada",2020-08-25,127904
"47991","Cayman Islands",2020-08-25,205
"47992","Central African Republic",2020-08-25,4691
"47993","Chad",2020-08-25,995
"47994","Channel Islands",2020-08-25,620
"47995","Chile",2020-08-25,400985
"47996","China",2020-08-25,84996
"47997","Colombia",2020-08-25,562113
"47998","Comoros",2020-08-25,417
"47999","Republic of the Congo",2020-08-25,3979
"48000","Democratic Republic of the Congo",2020-08-25,9891
"48001","Costa Rica",2020-08-25,35305
"48002","Cote d'Ivoire",2020-08-25,17562
"48003","Croatia",2020-08-25,8530
"48004","Cuba",2020-08-25,3744
"48005","Curacao",2020-08-25,49
"48006","Cyprus",2020-08-25,1467
"48007","Czech Republic",2020-08-25,22548
"48008","Denmark",2020-08-25,16480
"48009","Diamond Princess",2020-08-25,712
"48010","Djibouti",2020-08-25,5383
"48011","Dominica",2020-08-25,20
"48012","Dominican Republic",2020-08-25,92217
"48013","Ecuador",2020-08-25,100730
"48014","Egypt",2020-08-25,97619
"48015","El Salvador",2020-08-25,24986
"48016","Equatorial Guinea",2020-08-25,4926
"48017","Eritrea",2020-08-25,315
"48018","Estonia",2020-08-25,2294
"48019","Eswatini",2020-08-25,4327
"48020","Ethiopia",2020-08-25,43688
"48021","Falkland Islands (Malvinas)",2020-08-25,13
"48022","Faroe Islands",2020-08-25,411
"48023","Fiji",2020-08-25,28
"48024","Finland",2020-08-25,7981
"48025","France",2020-08-25,272643
"48026","French Guiana",2020-08-25,8904
"48027","French Polynesia",2020-08-25,372
"48028","Gabon",2020-08-25,8409
"48029","Gambia",2020-08-25,2686
"48030","Georgia",2020-08-25,1429
"48031","Germany",2020-08-25,237583
"48032","Ghana",2020-08-25,43717
"48033","Gibraltar",2020-08-25,256
"48034","Greece",2020-08-25,8987
"48035","Greenland",2020-08-25,14
"48036","Grenada",2020-08-25,24
"48037","Guadeloupe",2020-08-25,935
"48038","Guatemala",2020-08-25,69651
"48039","Guinea",2020-08-25,9128
"48040","Guinea Bissau",2020-08-25,2149
"48041","Guyana",2020-08-25,1060
"48042","Haiti",2020-08-25,8110
"48043","Holy See",2020-08-25,12
"48044","Honduras",2020-08-25,55877
"48045","Hong Kong",2020-08-25,4710
"48046","Hungary",2020-08-25,5215
"48047","Iceland",2020-08-25,2077
"48048","India",2020-08-25,3224547
"48049","Indonesia",2020-08-25,157859
"48050","Iran",2020-08-25,363363
"48051","Iraq",2020-08-25,211947
"48052","Ireland",2020-08-25,28201
"48053","Isle of Man",2020-08-25,336
"48054","Israel",2020-08-25,106861
"48055","Italy",2020-08-25,261174
"48056","Jamaica",2020-08-25,1732
"48057","Japan",2020-08-25,63888
"48058","Jordan",2020-08-25,1716
"48059","Kazakhstan",2020-08-25,127462
"48060","Kenya",2020-08-25,32803
"48061","South Korea",2020-08-25,18265
"48062","Kosovo",2020-08-25,12683
"48063","Kuwait",2020-08-25,81573
"48064","Kyrgyzstan",2020-08-25,43245
"48065","Laos",2020-08-25,22
"48066","Latvia",2020-08-25,1342
"48067","Lebanon",2020-08-25,13687
"48068","Lesotho",2020-08-25,1049
"48069","Liberia",2020-08-25,1295
"48070","Libya",2020-08-25,11281
"48071","Liechtenstein",2020-08-25,102
"48072","Lithuania",2020-08-25,2688
"48073","Luxembourg",2020-08-25,7169
"48074","Macau",2020-08-25,46
"48075","Madagascar",2020-08-25,14475
"48076","Malawi",2020-08-25,5423
"48077","Malaysia",2020-08-25,9285
"48078","Maldives",2020-08-25,7047
"48079","Mali",2020-08-25,2713
"48080","Malta",2020-08-25,1705
"48081","Marshall Islands",2020-08-25,0
"48082","Martinique",2020-08-25,464
"48083","Mauritania",2020-08-25,6960
"48084","Mauritius",2020-08-25,348
"48085","Mayotte",2020-08-25,3237
"48086","Mexico",2020-08-25,568621
"48087","Micronesia",2020-08-25,0
"48088","Moldova",2020-08-25,34358
"48089","Monaco",2020-08-25,150
"48090","Mongolia",2020-08-25,300
"48091","Montenegro",2020-08-25,4444
"48092","Montserrat",2020-08-25,13
"48093","Morocco",2020-08-25,54528
"48094","Mozambique",2020-08-25,3508
"48095","MS Zaandam",2020-08-25,9
"48096","Namibia",2020-08-25,6160
"48097","Nepal",2020-08-25,33533
"48098","Netherlands",2020-08-25,67543
"48099","New Caledonia",2020-08-25,23
"48100","New Zealand",2020-08-25,1695
"48101","Nicaragua",2020-08-25,4494
"48102","Niger",2020-08-25,1173
"48103","Nigeria",2020-08-25,52800
"48104","Macedonia",2020-08-25,13799
"48105","Norway",2020-08-25,10454
"48106","Oman",2020-08-25,84652
"48107","Pakistan",2020-08-25,293711
"48108","Panama",2020-08-25,88381
"48109","Papua New Guinea",2020-08-25,419
"48110","Paraguay",2020-08-25,14228
"48111","Peru",2020-08-25,600438
"48112","Philippines",2020-08-25,197164
"48113","Poland",2020-08-25,63073
"48114","Portugal",2020-08-25,55912
"48115","Qatar",2020-08-25,117498
"48116","Reunion",2020-08-25,1292
"48117","Romania",2020-08-25,80390
"48118","Russian Federation",2020-08-25,963655
"48119","Rwanda",2020-08-25,3537
"48120","Saint Barthelemy",2020-08-25,17
"48121","Saint Helena, Ascension and Tristan da Cunha",2020-08-25,0
"48122","Saint Kitts and Nevis",2020-08-25,17
"48123","Saint Lucia",2020-08-25,26
"48124","Saint Pierre and Miquelon",2020-08-25,5
"48125","Saint Vincent and Grenadines",2020-08-25,58
"48126","Samoa",2020-08-25,0
"48127","San Marino",2020-08-25,710
"48128","Sao Tome and Principe",2020-08-25,892
"48129","Saudi Arabia",2020-08-25,309768
"48130","Senegal",2020-08-25,13056
"48131","Serbia",2020-08-25,30820
"48132","Seychelles",2020-08-25,136
"48133","Sierra Leone",2020-08-25,2001
"48134","Singapore",2020-08-25,56435
"48135","Sint Maarten",2020-08-25,408
"48136","Slovakia",2020-08-25,3452
"48137","Slovenia",2020-08-25,2686
"48138","Solomon Islands",2020-08-25,0
"48139","Somalia",2020-08-25,3275
"48140","South Africa",2020-08-25,613017
"48141","South Sudan",2020-08-25,2507
"48142","Spain",2020-08-25,412553
"48143","Sri Lanka",2020-08-25,2971
"48144","Saint Martin",2020-08-25,198
"48145","Sudan",2020-08-25,12974
"48146","Suriname",2020-08-25,3698
"48147","Sweden",2020-08-25,83578
"48148","Switzerland",2020-08-25,40262
"48149","Syria",2020-08-25,2365
"48150","Chinese Taipei",2020-08-25,487
"48151","Tajikistan",2020-08-25,8379
"48152","Tanzania",2020-08-25,509
"48153","Thailand",2020-08-25,3402
"48154","Timor",2020-08-25,26
"48155","Togo",2020-08-25,1309
"48156","Trinidad and Tobago",2020-08-25,1252
"48157","Tunisia",2020-08-25,3069
"48158","Turkey",2020-08-25,261194
"48159","Turks and Caicos Islands",2020-08-25,383
"48160","Uganda",2020-08-25,2426
"48161","Ukraine",2020-08-25,110949
"48162","United Arab Emirates",2020-08-25,67621
"48163","United Kingdom",2020-08-25,327798
"48164","Uruguay",2020-08-25,1536
"48165","United States of America",2020-08-25,5777001
"48166","Uzbekistan",2020-08-25,39641
"48167","Vanuatu",2020-08-25,0
"48168","Venezuela",2020-08-25,41158
"48169","Vietnam",2020-08-25,1029
"48170","Wallis and Futuna",2020-08-25,0
"48171","Palestine",2020-08-25,19678
"48172","Yemen",2020-08-25,1924
"48173","Zambia",2020-08-25,11285
"48174","Zimbabwe",2020-08-25,6196
"48175","Afghanistan",2020-08-26,38103
"48176","Albania",2020-08-26,8927
"48177","Algeria",2020-08-26,42619
"48178","Andorra",2020-08-26,1098
"48179","Angola",2020-08-26,2332
"48180","Anguilla",2020-08-26,3
"48181","Antigua and Barbuda",2020-08-26,94
"48182","Argentina",2020-08-26,370188
"48183","Armenia",2020-08-26,43067
"48184","Aruba",2020-08-26,1760
"48185","Australia",2020-08-26,25325
"48186","Austria",2020-08-26,26033
"48187","Azerbaijan",2020-08-26,35707
"48188","Bahamas",2020-08-26,1923
"48189","Bahrain",2020-08-26,50393
"48190","Bangladesh",2020-08-26,302147
"48191","Barbados",2020-08-26,165
"48192","Belarus",2020-08-26,70974
"48193","Belgium",2020-08-26,83030
"48194","Belize",2020-08-26,760
"48195","Benin",2020-08-26,2145
"48196","Bermuda",2020-08-26,168
"48197","Bhutan",2020-08-26,173
"48198","Bolivia",2020-08-26,112094
"48199","Bonaire, Sint Eustatius and Saba",2020-08-26,13
"48200","Bosnia and Herzegovina",2020-08-26,18609
"48201","Botswana",2020-08-26,1562
"48202","Brazil",2020-08-26,3717156
"48203","British Virgin Islands",2020-08-26,26
"48204","Brunei",2020-08-26,144
"48205","Bulgaria",2020-08-26,15751
"48206","Burkina Faso",2020-08-26,1352
"48207","Myanmar",2020-08-26,580
"48208","Burundi",2020-08-26,430
"48209","Cabo Verde",2020-08-26,3630
"48210","Cambodia",2020-08-26,273
"48211","Cameroon",2020-08-26,18973
"48212","Canada",2020-08-26,128380
"48213","Cayman Islands",2020-08-26,205
"48214","Central African Republic",2020-08-26,4698
"48215","Chad",2020-08-26,998
"48216","Channel Islands",2020-08-26,623
"48217","Chile",2020-08-26,402365
"48218","China",2020-08-26,85004
"48219","Colombia",2020-08-26,572243
"48220","Comoros",2020-08-26,417
"48221","Republic of the Congo",2020-08-26,3979
"48222","Democratic Republic of the Congo",2020-08-26,9912
"48223","Costa Rica",2020-08-26,36307
"48224","Cote d'Ivoire",2020-08-26,17603
"48225","Croatia",2020-08-26,8888
"48226","Cuba",2020-08-26,3759
"48227","Curacao",2020-08-26,53
"48228","Cyprus",2020-08-26,1474
"48229","Czech Republic",2020-08-26,22951
"48230","Denmark",2020-08-26,16537
"48231","Diamond Princess",2020-08-26,712
"48232","Djibouti",2020-08-26,5383
"48233","Dominica",2020-08-26,20
"48234","Dominican Republic",2020-08-26,92557
"48235","Ecuador",2020-08-26,102249
"48236","Egypt",2020-08-26,97825
"48237","El Salvador",2020-08-26,25140
"48238","Equatorial Guinea",2020-08-26,4928
"48239","Eritrea",2020-08-26,315
"48240","Estonia",2020-08-26,2311
"48241","Eswatini",2020-08-26,4387
"48242","Ethiopia",2020-08-26,45221
"48243","Falkland Islands (Malvinas)",2020-08-26,13
"48244","Faroe Islands",2020-08-26,411
"48245","Fiji",2020-08-26,28
"48246","Finland",2020-08-26,8002
"48247","France",2020-08-26,272643
"48248","French Guiana",2020-08-26,8936
"48249","French Polynesia",2020-08-26,415
"48250","Gabon",2020-08-26,8468
"48251","Gambia",2020-08-26,2708
"48252","Georgia",2020-08-26,1436
"48253","Germany",2020-08-26,239010
"48254","Ghana",2020-08-26,43769
"48255","Gibraltar",2020-08-26,270
"48256","Greece",2020-08-26,9280
"48257","Greenland",2020-08-26,14
"48258","Grenada",2020-08-26,24
"48259","Guadeloupe",2020-08-26,935
"48260","Guatemala",2020-08-26,70714
"48261","Guinea",2020-08-26,9167
"48262","Guinea Bissau",2020-08-26,2205
"48263","Guyana",2020-08-26,1093
"48264","Haiti",2020-08-26,8112
"48265","Holy See",2020-08-26,12
"48266","Honduras",2020-08-26,56649
"48267","Hong Kong",2020-08-26,4734
"48268","Hungary",2020-08-26,5288
"48269","Iceland",2020-08-26,2082
"48270","India",2020-08-26,3310234
"48271","Indonesia",2020-08-26,160165
"48272","Iran",2020-08-26,365606
"48273","Iraq",2020-08-26,215784
"48274","Ireland",2020-08-26,28363
"48275","Isle of Man",2020-08-26,336
"48276","Israel",2020-08-26,108814
"48277","Italy",2020-08-26,262540
"48278","Jamaica",2020-08-26,1804
"48279","Japan",2020-08-26,64779
"48280","Jordan",2020-08-26,1756
"48281","Kazakhstan",2020-08-26,127462
"48282","Kenya",2020-08-26,33016
"48283","South Korea",2020-08-26,18706
"48284","Kosovo",2020-08-26,12840
"48285","Kuwait",2020-08-26,82271
"48286","Kyrgyzstan",2020-08-26,43358
"48287","Laos",2020-08-26,22
"48288","Latvia",2020-08-26,1360
"48289","Lebanon",2020-08-26,14248
"48290","Lesotho",2020-08-26,1051
"48291","Liberia",2020-08-26,1298
"48292","Libya",2020-08-26,11834
"48293","Liechtenstein",2020-08-26,102
"48294","Lithuania",2020-08-26,2720
"48295","Luxembourg",2020-08-26,7205
"48296","Macau",2020-08-26,46
"48297","Madagascar",2020-08-26,14554
"48298","Malawi",2020-08-26,5474
"48299","Malaysia",2020-08-26,9291
"48300","Maldives",2020-08-26,7225
"48301","Mali",2020-08-26,2717
"48302","Malta",2020-08-26,1751
"48303","Marshall Islands",2020-08-26,0
"48304","Martinique",2020-08-26,596
"48305","Mauritania",2020-08-26,6977
"48306","Mauritius",2020-08-26,348
"48307","Mayotte",2020-08-26,3237
"48308","Mexico",2020-08-26,573888
"48309","Micronesia",2020-08-26,0
"48310","Moldova",2020-08-26,34982
"48311","Monaco",2020-08-26,153
"48312","Mongolia",2020-08-26,301
"48313","Montenegro",2020-08-26,4499
"48314","Montserrat",2020-08-26,13
"48315","Morocco",2020-08-26,55864
"48316","Mozambique",2020-08-26,3590
"48317","MS Zaandam",2020-08-26,9
"48318","Namibia",2020-08-26,6431
"48319","Nepal",2020-08-26,34418
"48320","Netherlands",2020-08-26,68114
"48321","New Caledonia",2020-08-26,23
"48322","New Zealand",2020-08-26,1702
"48323","Nicaragua",2020-08-26,4494
"48324","Niger",2020-08-26,1173
"48325","Nigeria",2020-08-26,53021
"48326","Macedonia",2020-08-26,13914
"48327","Norway",2020-08-26,10504
"48328","Oman",2020-08-26,84818
"48329","Pakistan",2020-08-26,294193
"48330","Panama",2020-08-26,89082
"48331","Papua New Guinea",2020-08-26,419
"48332","Paraguay",2020-08-26,14872
"48333","Peru",2020-08-26,607382
"48334","Philippines",2020-08-26,202361
"48335","Poland",2020-08-26,63802
"48336","Portugal",2020-08-26,56274
"48337","Qatar",2020-08-26,117742
"48338","Reunion",2020-08-26,1372
"48339","Romania",2020-08-26,81646
"48340","Russian Federation",2020-08-26,968297
"48341","Rwanda",2020-08-26,3625
"48342","Saint Barthelemy",2020-08-26,17
"48343","Saint Helena, Ascension and Tristan da Cunha",2020-08-26,0
"48344","Saint Kitts and Nevis",2020-08-26,17
"48345","Saint Lucia",2020-08-26,26
"48346","Saint Pierre and Miquelon",2020-08-26,5
"48347","Saint Vincent and Grenadines",2020-08-26,58
"48348","Samoa",2020-08-26,0
"48349","San Marino",2020-08-26,710
"48350","Sao Tome and Principe",2020-08-26,892
"48351","Saudi Arabia",2020-08-26,310836
"48352","Senegal",2020-08-26,13186
"48353","Serbia",2020-08-26,30974
"48354","Seychelles",2020-08-26,136
"48355","Sierra Leone",2020-08-26,2003
"48356","Singapore",2020-08-26,56495
"48357","Sint Maarten",2020-08-26,442
"48358","Slovakia",2020-08-26,3536
"48359","Slovenia",2020-08-26,2722
"48360","Solomon Islands",2020-08-26,0
"48361","Somalia",2020-08-26,3275
"48362","South Africa",2020-08-26,615701
"48363","South Sudan",2020-08-26,2510
"48364","Spain",2020-08-26,419849
"48365","Sri Lanka",2020-08-26,2984
"48366","Saint Martin",2020-08-26,198
"48367","Sudan",2020-08-26,13045
"48368","Suriname",2020-08-26,3724
"48369","Sweden",2020-08-26,83824
"48370","Switzerland",2020-08-26,40645
"48371","Syria",2020-08-26,2440
"48372","Chinese Taipei",2020-08-26,487
"48373","Tajikistan",2020-08-26,8413
"48374","Tanzania",2020-08-26,509
"48375","Thailand",2020-08-26,3403
"48376","Timor",2020-08-26,26
"48377","Togo",2020-08-26,1326
"48378","Trinidad and Tobago",2020-08-26,1411
"48379","Tunisia",2020-08-26,3206
"48380","Turkey",2020-08-26,262507
"48381","Turks and Caicos Islands",2020-08-26,464
"48382","Uganda",2020-08-26,2524
"48383","Ukraine",2020-08-26,112653
"48384","United Arab Emirates",2020-08-26,68020
"48385","United Kingdom",2020-08-26,328846
"48386","Uruguay",2020-08-26,1543
"48387","United States of America",2020-08-26,5822167
"48388","Uzbekistan",2020-08-26,39964
"48389","Vanuatu",2020-08-26,0
"48390","Venezuela",2020-08-26,41965
"48391","Vietnam",2020-08-26,1034
"48392","Wallis and Futuna",2020-08-26,0
"48393","Palestine",2020-08-26,20155
"48394","Yemen",2020-08-26,1930
"48395","Zambia",2020-08-26,11376
"48396","Zimbabwe",2020-08-26,6251
"48397","Afghanistan",2020-08-27,38119
"48398","Albania",2020-08-27,9083
"48399","Algeria",2020-08-27,43016
"48400","Andorra",2020-08-27,1098
"48401","Angola",2020-08-27,2415
"48402","Anguilla",2020-08-27,3
"48403","Antigua and Barbuda",2020-08-27,94
"48404","Argentina",2020-08-27,380292
"48405","Armenia",2020-08-27,43270
"48406","Aruba",2020-08-27,1848
"48407","Australia",2020-08-27,25451
"48408","Austria",2020-08-27,26361
"48409","Azerbaijan",2020-08-27,35844
"48410","Bahamas",2020-08-27,2020
"48411","Bahrain",2020-08-27,50756
"48412","Bangladesh",2020-08-27,304583
"48413","Barbados",2020-08-27,165
"48414","Belarus",2020-08-27,71165
"48415","Belgium",2020-08-27,83500
"48416","Belize",2020-08-27,818
"48417","Benin",2020-08-27,2145
"48418","Bermuda",2020-08-27,168
"48419","Bhutan",2020-08-27,184
"48420","Bolivia",2020-08-27,113129
"48421","Bonaire, Sint Eustatius and Saba",2020-08-27,13
"48422","Bosnia and Herzegovina",2020-08-27,18920
"48423","Botswana",2020-08-27,1562
"48424","Brazil",2020-08-27,3761391
"48425","British Virgin Islands",2020-08-27,26
"48426","Brunei",2020-08-27,144
"48427","Bulgaria",2020-08-27,15908
"48428","Burkina Faso",2020-08-27,1352
"48429","Myanmar",2020-08-27,602
"48430","Burundi",2020-08-27,431
"48431","Cabo Verde",2020-08-27,3699
"48432","Cambodia",2020-08-27,273
